0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
,a,",",a,r,r,a,h,",",b,e,g,u,s,a,r,a,i,",",j,a,m,a,l,p,u,r,",",j,a,m,a,l,p,u,r,",",a,r,r,a,h,",",c,h,h,a,p,r,a,",",a,u,r,a,n,g,a,b,a
,,,,,,b,u,x,a,r,",",k,i,s,h,a,n,g,a,n,j,",",b,h,a,g,a,l,p,u,r,",",p,u,r,n,i,a,",",b,h,a,g,a,l,p,u,r,",",b,u,x,a,r,",",k,i,s,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,h,h,a,p,r,a,",",k,a,t,i,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,j,i,p,u,r,",",p,u,r,n,i,a,",",d,a,n,a,p,u,r,",",m,u,n,g,e,r,",",k,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r,i,",",c,h,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,h,h,a,p,r,a,",",b,h,a,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",s,a,s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r
,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",b,e,g,u,s,a,r,a,i,",",p,u,r,n,i,a,",",s,a,h,a,r,s,a,",",m,o,t,i,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,i,s,h,a,n,g,a,n,j,",",d,a,r,b,h,a,n,g,a,",",h,a,j,i,p,u,r,",",k
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,e,t,t,i,a,h,",",s,i,w,a,n,",",g,a,y,a,",",s,a,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,r,i,",",b,i,h,a,r, ,s,h,a,r,i,f,",",p,a,t,n,a,",",c,h,h,a,p,r,a,",",k,i,s,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,w,a,n,",",b,e,g,u,s,a,r,a,i,",",k,i,s,h,a,n,g
,,,,,,,,l,p,u,r,",",k,i,s,h,a,n,g,a,n,j,",",a,r,r,a,h,",",s,i,w,a,n,",",m,u,n,g,e,r,",",c,h,h,a,p,r,a,",",d,a,n,a,p,u,r,",",j
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,i,s,h,a,n,g,a,n,j,",",p,u,r,n,i,a,",",d,e,h,r,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r,i,",",b,e,t,t,i,a,h,",",j,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,s,a,r,a,m,",",j,e,h,a,n,a,b,a,d,",",h,a,j,i,p,u,r,",",d,a,n,a,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,k,i,s,h,a,n,g,a,n,j,",",a,u,r,a,n,g,a,b,a,d,",",b,u,x,a,r,",",j,e,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",k,i,s,h,a,n,g,a,n,j,",",k,a,t,i,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,t,i,a,h,",",b,e,t,t,i,a,h,",",j,a,m,a,l,p,u,r,",",b,h,a,g,a,l,p,u,r,",",j,a,m,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,j,",",d,a,n,a,p,u,r,",",a,u,r,a,n,g,a,b,a,d,",",s,a,h,a,r,s,a,",",m,o,t,i,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,",",j,a,m,a,l,p,u,r,",",c,h,h,a,p,r,a,",",d,e,h,r,i,",",d,a,r,b,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,a,m,a,l,p,u,r,",",d,a,n,a,p,u,r,",",s,i,w,a,n,",",p,a,t,n,a,","
,r,a,m,",",k,i,s,h,a,n,g,a,n,j,",",k,i,s,h,a,n,g,a,n,j,",",a,u,r,a,n,g,a,b,a,d,",",d,a,r,b,h,a,n,g,a,",",c,h,h,a,p,r,a,",",b,u,x,a
,,,,,,,,,,,,,,,,,,,,b,h,a,n,g,a,",",p,u,r,n,i,a,",",b,e,g,u,s,a,r,a,i,",",s,a,s,a,r,a,m,",",b,h,a,g,a,l,p,u
,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",b,h,a,g,a,l,p,u,r,",",c,h,h,a,p,r,a,",",g,a,y,a,",",s,a,s,a,r,a,m,",",s
,,,,,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",b,i,h,a,r, ,s,h,a,r,i,f,",",m,o,t,i,h,a,r,i,",",h
,,,,,,,,,,,,,,,i,w,a,n,",",p,u,r,n,i,a,",",a,r,r,a,h,",",d,e,h,r,i,",",p,u,r,n,i,a,",",j,a,m,a,l,p,u,r,",",d,e,h,r,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,i,s
,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",j,e,h,a,n,a,b,a,d,",",d,e,h,r,i,",",p,a,t,n,a,",",g,a,y,a,","
,,,,,,,,,,,,,,,,,,,,,p,u,r,n,i,a,",",d,e,h,r,i,",",s,a,s,a,r,a,m,",",m,u,n,g,e,r,",",m,o,t,i,h,a,r,i,",",b,i
,,,,,,,g,a,n,j,",",k,i,s,h,a,n,g,a,n,j,",",b,e,t,t,i,a,h,",",a,r,r,a,h,",",p,u,r,n,i,a,",",s,a,h,a,r,s,a,",",d,a,n,a,p,u,r,","
,,,a,",",a,u,r,a,n,g,a,b,a,d,",",d,e,h,r,i,",",d,a,r,b,h,a,n,g,a,",",b,h,a,g,a,l,p,u,r,",",h,a,j,i,p,u,r,",",s,a,h,a,r,s,a,",",p,a
,,,",",c,h,h,a,p,r,a,",",g,a,y,a,",",c,h,h,a,p,r,a,",",j,a,m,a,l,p,u,r,",",s,a,h,a,r,s,a,",",a,u,r,a,n,g,a,b,a,d,",",k,i,s,h,a,n,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,e,h,a,n,a,b,a,d,",",p,u,r,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,r,r,a,h,",",d,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",k,i,s,h,a,n,g,a,n,j,",",m,o,t,i,h
,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",b,h,a,g,a,l,p,u,r,",",p,u,r,n,i,a,",",m,u,n,g,e,r,",",s,a,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",g,a,y,a
,,,,,,,,,,,,,,,,,h,a,j,i,p,u,r,",",m,u,n,g,e,r,",",m,u,n,g,e,r,",",a,u,r,a,n,g,a,b,a,d,",",s,i,w,a,n,",",b,h,a,g
,,,,,,,,,,,,,s,a,r,a,i,",",a,u,r,a,n,g,a,b,a,d,",",b,e,g,u,s,a,r,a,i,",",c,h,h,a,p,r,a,",",p,a,t,n,a,",",d,a,r,b,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a,t,n,a,",",p,u,r,n,i,a,",",p,a,t,n,a,",",c,h,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,n,g,e,r,",",p,a,t,n,a,",",j,a,m,a,l,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n
,,,,,,,,,,,,,,,,,,",",g,a,y,a,",",j,a,m,a,l,p,u,r,",",k,a,t,i,h,a,r,",",j,e,h,a,n,a,b,a,d,",",m,o,t,i,h,a,r,i,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,u,r,n,i,a,",",b,e,g,u,s,a,r,a,i,",",p,a,t,n,a,",",d,a,r,b,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,a,r,r,a,h,",",m,u,z,a,f,f,a,r,p,u,r,",",g,a,y,a,",",m,u,z,a,f,f,a,r,p,u,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,a,g
,,,,,,,,,,,,,,,,,,,,,,,f,",",k,a,t,i,h,a,r,",",a,u,r,a,n,g,a,b,a,d,",",j,e,h,a,n,a,b,a,d,",",g,a,y,a,",",m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,h,h,a,p,r,a,",",s,a,h,a,r,s,a,",",c,h,h,a,p
,,,,,,,,,,,,,,,,,,,,,u,r,",",d,a,r,b,h,a,n,g,a,",",m,u,z,a,f,f,a,r,p,u,r,",",d,a,n,a,p,u,r,",",d,a,n,a,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r,i,",",d,e,h,r,i,",",g,a,y,a,",",d,e,h,r,i,",",d,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,n,g,e,r,",",b,e,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,w,a,n,",",d,a,n,a,p,u,r,",",m,u,n,g,e,r,",",c,h,h,a,p,r,a,",",b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a,t,n,a,",",s,i,w,a,n,",",c,h,h,a,p,r,a,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",b,e,t,t,i,a,h,",",d,e,h,r,i,",",d,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",j,a,m,a,l,p,u,r,",",s,a,s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,a,m,a,l,p,u,r,",",k,i
,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",j,e,h,a,n,a,b,a,d,",",s,a,h,a,r,s,a,",",p,u,r,n,i,a,",",d,a,n,a,p,u,r,",",m,u
,,,,,,,,,,,,,,,e,t,t,i,a,h,",",m,u,z,a,f,f,a,r,p,u,r,",",g,a,y,a,",",k,a,t,i,h,a,r,",",b,i,h,a,r, ,s,h,a,r,i,f,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",j,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,a,y,a,",",p,a,t,n,a
,,,,,,,,,,,,,,,,,,,,,,,u,z,a,f,f,a,r,p,u,r,",",b,e,t,t,i,a,h,",",j,e,h,a,n,a,b,a,d,",",a,r,r,a,h,",",m,u
,,,,,,,,,,,,,,,,,,,,,,,,,k,i,s,h,a,n,g,a,n,j,",",s,a,h,a,r,s,a,",",m,u,n,g,e,r,",",k,a,t,i,h,a,r,",",m
,,,,,,,,,,,,,,,,,,,,,,,,,,u,r,n,i,a,",",m,o,t,i,h,a,r,i,",",a,r,r,a,h,",",b,e,t,t,i,a,h,",",m,o,t,i,h
,,,,,,,,,,,,,,,,,b,u,x,a,r,",",a,u,r,a,n,g,a,b,a,d,",",b,u,x,a,r,",",p,u,r,n,i,a,",",p,a,t,n,a,",",j,a,m,a,l,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,a,r,p,u,r,",",a,r,r,a,h,",",s,i,w,a,n,",",a,u,r,a,n,g,a,b,a,d
,,,,,,,,,,,,,,,,,,h,a,j,i,p,u,r,",",d,a,n,a,p,u,r,",",a,r,r,a,h,",",j,e,h,a,n,a,b,a,d,",",g,a,y,a,",",g,a,y,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,",",k,i,s,h,a,n,g,a,n,j,",",m,o,t,i,h,a,r,i,",",p,u,r,n,i,a,",",b,h,a,g,a,l,p,u,r,",",h,a,j,i,p,u,r,",",m,o,t,i,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r
,",",s,a,h,a,r,s,a,",",b,u,x,a,r,",",s,a,h,a,r,s,a,",",m,o,t,i,h,a,r,i,",",b,i,h,a,r, ,s,h,a,r,i,f,",",d,e,h,r,i,",",j,e,h,a,n,a,b,a
,,,,,,,,,,,,,,,,,,,,,,k,i,s,h,a,n,g,a,n,j,",",a,u,r,a,n,g,a,b,a,d,",",b,i,h,a,r, ,s,h,a,r,i,f,",",p,a,t
,,,,,,,,,,,h,",",j,e,h,a,n,a,b,a,d,",",b,i,h,a,r, ,s,h,a,r,i,f,",",b,u,x,a,r,",",j,a,m,a,l,p,u,r,",",d,a,r,b,h,a,n,g,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,a,g,a,l,p,u,r,",",s
,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,",",p,a,t,n,a,",",m,u,n,g,e,r,",",p,u,r,n,i,a,",",s,a,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,s,a,r,a,m,",",s,a,s,a,r,a,m
,,,,,,,,,,,,,,,,b,u,x,a,r,",",k,a,t,i,h,a,r,",",a,u,r,a,n,g,a,b,a,d,",",b,e,t,t,i,a,h,",",s,a,h,a,r,s,a,",",c,h,h
,,,,,,,,,,,,,,,,,,,,,,,,s,i,w,a,n,",",c,h,h,a,p,r,a,",",d,a,n,a,p,u,r,",",m,u,n,g,e,r,",",c,h,h,a,p,r,a
,,,,,,,,,,,,j,",",k,a,t,i,h,a,r,",",d,a,r,b,h,a,n,g,a,",",m,u,z,a,f,f,a,r,p,u,r,",",k,i,s,h,a,n,g,a,n,j,",",b,e,g,u,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,h,a,r,s,a,",",b,u,x,a,r,",",j,a,m,a,l,p,u,r,",",k,i,s,h,a,n,g,a,n,j
,,,,,,u,x,a,r,",",d,a,r,b,h,a,n,g,a,",",a,u,r,a,n,g,a,b,a,d,",",j,e,h,a,n,a,b,a,d,",",b,e,g,u,s,a,r,a,i,",",d,e,h,r,i,",",m,o
,,,,,,,,,,,,,,,,,,i,h,a,r,i,",",b,e,t,t,i,a,h,",",g,a,y,a,",",b,e,g,u,s,a,r,a,i,",",s,a,s,a,r,a,m,",",m,u,z,a,f
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,e,h,a,n,a,b,a,d,",",a,u,r,a,n,g,a,b,a,d,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,j,",",b,h,a,g,a,l,p,u,r,",",s,a,h,a,r,s,a,",",d,a,n,a,p,u,r,",",h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,z,a,f,f,a,r,p,u,r,",",b,e,t,t,i,a,h,",",p,a,t,n,a,",",j,e,h,a
,,,,,p,u,r,",",k,a,t,i,h,a,r,",",j,e,h,a,n,a,b,a,d,",",s,a,h,a,r,s,a,",",s,a,h,a,r,s,a,",",m,u,n,g,e,r,",",j,a,m,a,l,p,u,r,",",m
,,,,,,,,",",b,e,t,t,i,a,h,",",j,a,m,a,l,p,u,r,",",k,a,t,i,h,a,r,",",j,e,h,a,n,a,b,a,d,",",m,u,z,a,f,f,a,r,p,u,r,",",b,i,h,a
,,,,,,,,,",",b,i,h,a,r, ,s,h,a,r,i,f,",",d,e,h,r,i,",",k,i,s,h,a,n,g,a,n,j,",",d,a,r,b,h,a,n,g,a,",",d,a,r,b,h,a,n,g,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a,t,n,a,",",g,a,y,a,",",h,a,j,i,p,u,r,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a,d,","
,,,,,,,,,,,,,,,a,",",m,u,n,g,e,r,",",b,h,a,g,a,l,p,u,r,",",s,a,s,a,r,a,m,",",m,o,t,i,h,a,r,i,",",b,u,x,a,r,",",b,i,h
,,,,,,,,,,,,,,,,,,,a,s,a,r,a,m,",",s,a,h,a,r,s,a,",",h,a,j,i,p,u,r,",",a,u,r,a,n,g,a,b,a,d,",",s,i,w,a,n,",",a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,u,r,n,i,a,",",a,u,r,a,n,g,a,b,a,d,",",m,o,t,i,h,a,r,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",b,h,a,g,a
,,,,,,,,,,,,,,,,,,,,,,,,,e,t,t,i,a,h,",",d,a,r,b,h,a,n,g,a,",",s,i,w,a,n,",",m,o,t,i,h,a,r,i,",",g,a,y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,",",a,r,r,a,h,",",b,e,t,t,i,a,h,",",c,h,h,a,p,r,a,",",d,a,r,b,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,d,e,h,r,i,",",d,a,n,a,p,u,r,",",b,h,a,g,a,l,p,u,r,",",k,i,s,h,a,n,g,a,n,j,",",b,h,a,g,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r,i,",",p,a,t,n,a,",",d,a,r,b,h,a,n,g,a,",",a,u,r,a,n,g,a,b,a,d,",",b,u,x
,,,,,,,,,,,,,,,,,,,,,,,,b,e,g,u,s,a,r,a,i,",",b,i,h,a,r, ,s,h,a,r,i,f,",",d,e,h,r,i,",",b,e,t,t,i,a,h
,,,,,,,,,,,,,,,,,,,,,,,,",",m,o,t,i,h,a,r,i,",",s,a,s,a,r,a,m,",",s,a,s,a,r,a,m,",",d,a,r,b,h,a,n,g,a,","
,,p,u,r,",",s,a,h,a,r,s,a,",",k,i,s,h,a,n,g,a,n,j,",",m,o,t,i,h,a,r,i,",",m,u,z,a,f,f,a,r,p,u,r,",",d,a,r,b,h,a,n,g,a,",",p,u,r,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a
,,,,,,,s,a,s,a,r,a,m,",",a,r,r,a,h,",",g,a,y,a,",",m,u,n,g,e,r,",",j,a,m,a,l,p,u,r,",",m,o,t,i,h,a,r,i,",",d,a,n,a,p,u,r,",",m
,,,,,,,,,,,,,,,,,,,,,,",",s,a,h,a,r,s,a,",",k,a,t,i,h,a,r,",",c,h,h,a,p,r,a,",",b,h,a,g,a,l,p,u,r,",",p,a,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,h,r,i,",",h,a,j,i,p,u,r,",",j,e,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a
,,,,h,a,n,a,b,a,d,",",p,u,r,n,i,a,",",b,h,a,g,a,l,p,u,r,",",b,e,g,u,s,a,r,a,i,",",s,a,h,a,r,s,a,",",k,a,t,i,h,a,r,",",j,e,h,a,n
,,,,,,,,,,,,,,,,,,,,,,p,u,r,",",s,i,w,a,n,",",b,e,g,u,s,a,r,a,i,",",h,a,j,i,p,u,r,",",b,i,h,a,r, ,s,h,a,r
,,,,,,,,u,r,",",s,i,w,a,n,",",a,u,r,a,n,g,a,b,a,d,",",j,a,m,a,l,p,u,r,",",d,e,h,r,i,",",a,u,r,a,n,g,a,b,a,d,",",m,u,n,g,e,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,t,i,h,a,r,i,",",b,h,a,g,a,l,p,u,r,",",d,a,r,b,h,a,n,g,a,",",j,e
,,,,,,,,,,,,,,,,,,,,a,t,i,h,a,r,",",p,u,r,n,i,a,",",m,u,z,a,f,f,a,r,p,u,r,",",d,a,r,b,h,a,n,g,a,",",g,a,y,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,e,h,a,n,a,b,a,d,",",p,u,r,n,i,a,",",p,u,r,n,i,a,",",a
,,,,,,,,a,j,i,p,u,r,",",b,h,a,g,a,l,p,u,r,",",m,o,t,i,h,a,r,i,",",b,i,h,a,r, ,s,h,a,r,i,f,",",m,o,t,i,h,a,r,i,",",g,a,y,a
,,,,,,,,,,,,,,,,,,,,,,,a,h,",",k,a,t,i,h,a,r,",",d,a,n,a,p,u,r,",",m,o,t,i,h,a,r,i,",",h,a,j,i,p,u,r,",",b
,k,i,s,h,a,n,g,a,n,j,",",g,a,y,a,",",m,u,z,a,f,f,a,r,p,u,r,",",m,u,z,a,f,f,a,r,p,u,r,",",s,a,h,a,r,s,a,",",p,u,r,n,i,a,",",p,a,t,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,r,",",b,e,t,t,i,a,h,",",p,a,t,n,a,",",s,a,s,a,r,a,m,",",k,a,t,i,h,a,r
,,,,,,,,,,,,s,a,s,a,r,a,m,",",d,a,n,a,p,u,r,",",m,u,n,g,e,r,",",m,u,z,a,f,f,a,r,p,u,r,",",s,a,h,a,r,s,a,",",s,a,h,a,r
,,,,,,,,,,j,a,m,a,l,p,u,r,",",j,a,m,a,l,p,u,r,",",p,a,t,n,a,",",k,a,t,i,h,a,r,",",a,r,r,a,h,",",d,a,r,b,h,a,n,g,a,",",m,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,u,n,g,e,r,",",b,e,g,u,s,a,r,a,i,",",a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,u,r,a,n,g,a,b,a
,,,,r,i,",",s,a,h,a,r,s,a,",",c,h,h,a,p,r,a,",",s,a,s,a,r,a,m,",",b,e,t,t,i,a,h,",",m,o,t,i,h,a,r,i,",",m,o,t,i,h,a,r,i,",",k,a,t
,,,,,,,,,,,,d,a,r,b,h,a,n,g,a,",",d,a,n,a,p,u,r,",",j,a,m,a,l,p,u,r,",",m,u,n,g,e,r,",",m,u,z,a,f,f,a,r,p,u,r,",",m,u
,,,,,,,,,,,,,,,,,h,",",p,a,t,n,a,",",m,u,n,g,e,r,",",b,i,h,a,r, ,s,h,a,r,i,f,",",s,a,s,a,r,a,m,",",a,r,r,a,h,",",b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,a,n,a,p,u,r,",",k,i,s,h,a,n,g,a,n,j,",",b,h
,,,,,a,f,f,a,r,p,u,r,",",b,e,t,t,i,a,h,",",m,u,n,g,e,r,",",s,i,w,a,n,",",c,h,h,a,p,r,a,",",b,i,h,a,r, ,s,h,a,r,i,f,",",d,a,r,b
,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",a,r,r,a,h,",",c,h,h,a,p,r,a,",",p,a,t,n,a,",",m,u,z,a,f,f,a,r,p
,,,,,,,,,,,,,a,r,a,i,",",b,h,a,g,a,l,p,u,r,",",k,i,s,h,a,n,g,a,n,j,",",b,e,g,u,s,a,r,a,i,",",a,r,r,a,h,",",b,i,h,a,r
,a,h,a,r,s,a,",",b,u,x,a,r,",",h,a,j,i,p,u,r,",",m,u,n,g,e,r,",",s,i,w,a,n,",",k,i,s,h,a,n,g,a,n,j,",",p,u,r,n,i,a,",",m,o,t,i,h,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",g,a,y,a,",",k,a,t,i,h,a,r,",",m,u,z,a,f,f,a,r,p,u,r,",",j,e,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,x,a,r,",",p,a,t,n,a,",",m,u,n,g,e,r,",",j,a,m,a,l,p,u,r
,,,,,,,,,,,,,,,,,,,,,,,p,a,t,n,a,",",s,a,s,a,r,a,m,",",m,u,z,a,f,f,a,r,p,u,r,",",h,a,j,i,p,u,r,",",d,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,t,i,h,a,r,",",j,e,h,a,n,a,b,a,d,",",p,u,r,n,i,a,",",a,u,r,a,n,g,a,b,a,d,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,a,r,b,h,a,n,g,a,",",s,a,h,a,r,s,a,",",p,u,r,n,i
,,,,,,,,,,,,,,,,,a,r,b,h,a,n,g,a,",",a,r,r,a,h,",",m,o,t,i,h,a,r,i,",",c,h,h,a,p,r,a,",",s,i,w,a,n,",",k,a,t,i,h
,,,,,,,,,n,g,e,r,",",p,a,t,n,a,",",p,u,r,n,i,a,",",p,a,t,n,a,",",b,h,a,g,a,l,p,u,r,",",j,a,m,a,l,p,u,r,",",b,e,g,u,s,a,r,a
,,,,,,,,,,,,,,,,,,j,e,h,a,n,a,b,a,d,",",p,u,r,n,i,a,",",b,i,h,a,r, ,s,h,a,r,i,f,",",b,e,g,u,s,a,r,a,i,",",j,e
,,,,,,,,,,,,,,,,,p,u,r,n,i,a,",",j,a,m,a,l,p,u,r,",",s,a,s,a,r,a,m,",",b,i,h,a,r, ,s,h,a,r,i,f,",",s,i,w,a,n,","
,,,,,,,,,,,,,,,,,,,,,,,,c,h,h,a,p,r,a,",",m,u,n,g,e,r,",",c,h,h,a,p,r,a,",",g,a,y,a,",",p,a,t,n,a,",",s,a
,,,,,,,,,,,,,,,,,,i,a,",",c,h,h,a,p,r,a,",",p,a,t,n,a,",",h,a,j,i,p,u,r,",",d,a,r,b,h,a,n,g,a,",",d,a,r,b,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,a,y,a,",",s,i,w,a,n,","
